Timepoint	Acidobacteriales	Actinomycetales	Bifidobacteriales	Coriobacteriales	Bacteroidales	Flavobacteriales	Sphingobacteriales	mle1-12	YS2	Stramenopiles	Streptophyta	Bacillales	Lactobacillales	Turicibacterales	Clostridiales	Fusobacteriales	Caulobacterales	Rhizobiales	Rhodobacterales	Rhodospirillales	Sphingomonadales	Burkholderiales	Neisseriales	Rhodocyclales	Desulfovibrionales	MIZ46	Myxococcales	Campylobacterales	Aeromonadales	Enterobacteriales	Pasteurellales	Pseudomonadales	Xanthomonadales	Erysipelotrichales	RF39	Verrucomicrobiales
106	0	0.00023854390120336	0.0309368760017644	0.000287269061141096	0.292575751033636	3.37040404119878e-05	3.06400367381344e-06	0.00010724012858387	0	0	3.06400367381344e-06	1.53200183691672e-05	0.00682652571396703	0.000951784166807087	0.482370705550336	0.000288016345338623	0	7.04720844979291e-05	4.03551763685476e-06	1.41990426214364e-05	0	0.00307237368210984	1.72630462951898e-05	3.06400367381344e-06	0.000281215772322613	9.49841138885566e-05	0	0.0478444173667004	2.1448025716674e-05	0.0936129350830295	0.0104330075987217	0.00250284261615945	9.49841138880565e-05	0.0272847304388479	1.01635249845216e-05	0
107	0	0.00108150114949788	0.000174853479260789	0.000291422465435316	0.110028170838206	0.000155425314898702	0	0	0	0	7.12366026617215e-05	2.59042191497169e-05	0.0958650390183197	0.000446847780333017	0.156021111937972	0.00042741961597093	6.47605478743924e-06	6.47605478743924e-06	1.29521095748585e-05	0.000349706958520578	0.000123045040961556	0.00270051484636519	5.18084382994338e-05	1.29521095748585e-05	0.000148949260110672	0.00016837742447376	1.29521095748585e-05	0.0224136256192701	0.000259042191497169	0.562697924425021	0.00033675484894652	0.0453841919503369	1.94281643622877e-05	0.000699413917042157	6.47605478743924e-06	0
108	0	0.000561118564353249	0.00314736503822924	0.000142830180017536	0.428985344603544	1.02021557154954e-05	0	0.000249952815029938	0	0	5.10107785775772e-06	0.000372378683615683	0.0391150650132251	0.00304534348108029	0.259466325234458	0.0526125170248837	0.000994710182262304	0.000413187306478265	0	0.000433591617909056	2.04043114309908e-05	0.00973795763045569	5.10107785775772e-06	5.10107785775772e-06	0.00118345006300187	0	3.5707545004334e-05	0.00574381366782812	0.00109163066156181	0.162760091207068	0.00179047832806614	0.0151297969260819	0.000550916408637353	0.0123905181164885	0	0
112	0	8.82462528026809e-05	0.0031899386198282	7.19043541354733e-05	0.263218961832035	1.63418986672076e-05	0	0	0	0	0	3.26837973343151e-06	0.0177571070917445	3.59521770677367e-05	0.587798484779026	0.0116877259267441	0	0	0	9.80513920029455e-06	0	0.0103346167170744	6.53675946686303e-06	0	0.00158843255044966	0	0	0.0140671063726614	0	0.0624129793896221	0.00490583797987949	0.00582098430524152	0	0.0169857694746202	0	0
113	0	8.20344544708182e-05	0.00194011484824248	4.92206726824909e-05	0.299811320754919	8.20344544709182e-06	0	0	0	0	0.000110746513535479	0.000106644790812314	0.0224323215749993	0.00723954060706283	0.246755537325193	0.0450246103363572	0.000147662018047973	0	4.10172272354591e-06	4.10172272354591e-06	0	0.00663248564396427	8.20344544709182e-06	8.20344544709182e-06	0.00100902378998881	0.000118949958982811	0	0.0919483182936752	0	0.224036095160222	0.0189212469237493	0.0246103363412955	1.64068908941636e-05	0.00897456931911701	0	0
114	0	0.000191345707022323	0.00412760025148197	2.73351010031462e-05	0.547467402891865	0	0	0	0	0	0	0.000300686111034508	0.0196539376212782	0	0.284367055736545	0.0286471858512884	0.0003553563130416	0.00136675505016231	0	0.000109340404013185	0	0.0197906131263534	0	0	0.00314353661537031	0.000738047727086246	0.000191345707022323	0.00948528004811102	0	0.0638274608424328	0.000656042424077108	0.00716179646283209	0	0.00839187600797917	0	0
115	0	0.00549154732421238	0.0306880585765545	0.000215354797027838	0.272962205233348	3.5892466171273e-05	0	0	0	0	0	0	0.0403431319765317	0.000646064391083515	0.448476364811161	0.00330210688776352	0.0082552672193988	0.011916298768857	0	0.000251247263199311	0.00143569864684892	0.0419224004880525	0	7.17849323425461e-05	0.000430709594056677	0.00470191306844197	0.00154337604536034	0.00118445138365561	3.5892466171273e-05	0.0931050572483271	0.00491726786546481	0.0170489214313747	0	0.0110189871145952	0	0
116	0	0.000166442221852046	0.0319115132624332	0.000317753332627543	0.261586648307471	7.56555553874483e-06	0	0.000226966666162245	0	0	7.56555553874483e-06	0	0.0232262555039537	0.00129370999713	0.56939884095685	0.00233775666147192	0	0	0	0.000151311110774496	0	0.003578507769829	0	7.56555553874483e-06	0.00139206221913257	0	0	0.00161902888529081	0	0.0733026676149399	0.00414592443523461	0.0021032244397704	0	0.0232186899484605	0	0
117	0	0.000139582721128777	0.00592124595945326	0.000110196885101455	0.44299882456611	1.46929180135607e-05	0	0	0	0	0	0	0.00692036438437019	0.00447399353511668	0.453034087570318	0.00364384366735585	0.000146929180135607	0.000154275639142437	0	0.000286511901263383	0	0.00948427857772097	0	0	0.00345283573318026	4.40787540405821e-05	0	0.00576697032030682	0	0.00800029385836525	0.0319938289743611	0.000271818983250723	0	0.0231413458712656	0	0
118	0	0.000134929654942997	0.0164873659136186	0.000550097823999757	0.278603789446927	5.1896021132045e-06	0	0	0	0	0	1.0379204226369e-05	0.007166840518332	2.59480105660225e-05	0.640236023104645	0.000384030556376453	0	0	1.0379204226369e-05	0.000461874588075221	0	0.00195129039456057	1.55688063396535e-05	5.1896021132045e-06	0.000674648274715985	0	1.55688063395535e-05	0.00010379204226369	0	0.0135085343006839	0.000539718619773988	0.000477443394414374	0	0.0386313981307463	0	0
119	0	0.000187340698780842	0.00597025226904393	0.00022185082750405	0.331642337025856	1.97200735559044e-05	0	0	0	0	1.97200735559044e-05	9.8600367779422e-06	0.0111517015958117	0.000123250459724027	0.48350169346141	0.000236640882670853	0.000261290974615858	0	0	7.88802942235176e-05	4.9300183889711e-06	0.00296787107016386	4.9300183889711e-06	4.9300183889711e-06	0.00329325228382953	0	4.43701655007099e-05	0.0201095450085859	4.9300183889711e-06	0.0843772647271778	0.000709922648011558	0.00168113627064098	0	0.0533723790790035	0	0
120	0	0.000401238562559914	0.022119712462291	0.000385932200222987	0.288918896991205	9.2508249855923e-06	0	0	0	0	1.15184418354084e-05	1.1286524139363e-05	0.0210505562808634	0.000771142558910128	0.549295749725895	0.000190711321890745	0.000252426695079053	4.8856779692678e-05	3.60756291585077e-06	2.12331022127714e-05	0.000132320445001399	0.00402893025294915	1.33222232932538e-05	1.80378145792539e-06	0.00153494181129447	0.00043563961892622	3.86782839234242e-05	0.00123365936449377	2.03569915386075e-06	0.0336905738427411	0.00609735547917107	0.0007080876508463	0.000124177648386236	0.0684663538636629	0	0
122	0	0.000139244367234255	0.0027848873446751	0.000590130889704271	0.339895500417555	1.98920524619507e-05	0	0	0	0	0	0.000159136419696006	0.00373970586285313	1.32613683080005e-05	0.460759611176661	0.000397841049240014	0	0	0	0.000517193364011518	6.63068415399024e-06	0.000530454732320019	1.98920524619507e-05	0	0.00199583593035332	0	0	2.6522736616001e-05	1.98920524619507e-05	0.15146471812978	0.000225443261235508	0.0099261341785306	0	0.0267680719296862	0	0
123	0	0.000361929858805929	0.0218947231439671	0.000248064285249232	0.285371527100075	8.13325525407549e-06	0	0	0	4.06662762703775e-06	4.06662762703775e-06	1.6266510508171e-05	0.00865785021797113	0.000296863816774246	0.544708504131685	2.84663933893742e-05	0	4.06662762703775e-06	0	4.06662762703775e-05	0	0.000296863816774246	8.13325525407549e-06	0	0.000731992972867194	0	0	3.2533021016342e-05	0	0.0859359750146168	0.00219191229097441	0.00691326696597517	0	0.0422441277896905	0	0
124	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	0	0.00128572263456199	0.0236222313131123	0.000695459061422485	0.412307872129145	5.8441937934645e-06	0	0	0	0	0.000181170007597689	5.8441937934645e-06	0.00269417333879112	0.000111039682076035	0.493588919408511	5.8441937934645e-06	0.000397405177955706	0.000204546782770907	5.8441937934645e-06	0	0.000490912278651578	0.00519548828239245	5.8441937934645e-06	5.8441937934645e-06	0.000525977441411905	0.000210390976564962	0.000192858395183798	1.1688387586909e-05	0	0.0161591958389407	0.00973058266612074	0.000607796154520668	0	0.031745660686128	5.8441937934645e-06	0
126	0	0.000399124447002583	0.0153305800748212	0.000369715277222519	0.181164687149271	1.26039299053131e-05	0	0	0	0	2.10065498422886e-05	0.000113435369147818	0.0129064242231167	0.000100831439242505	0.69028363043627	9.66301292742675e-05	0	4.62144096529149e-05	0	0.000180656328642822	0.000176455018674384	0.0032644178454821	1.26039299053131e-05	0.000457942786560711	0.000554572915834778	0.000361312657286644	0	2.52078598107263e-05	0	0.0223635729619779	0.0245692606955078	0.00105032749210943	0	0.046138786073439	0	0
127	0	0.000159749048766624	0.0950652066572434	0.00068982543785783	0.212219349966807	1.08919805977289e-05	0	0	0	0	3.63066019924963e-06	3.63066019924963e-06	0.00398646489878198	7.26132039849926e-06	0.638168404542413	2.17839611955578e-05	3.63066019924963e-06	3.63066019924963e-06	0	3.63066019924963e-05	0	0.000363066019924963	2.9045281593977e-05	0	0.000341282058730105	0	0	2.17839611954578e-05	0	0.0099879462081408	0.0105434372186152	0.000203316971158339	0	0.028130355223791	0	0
128	0	8.24307169824165e-05	0.111788416835943	0.000684174950955087	0.213812915244297	0	0	0	8.24307169823165e-06	0	2.4729215094755e-05	0.000243170615098724	0.00405971281138344	4.12153584911583e-06	0.64344593369283	2.06076792456291e-05	0.000185469113210162	0.000185469113210162	0	6.59445735859132e-05	0.000222562935852595	0.00132301300757309	0	0	0.000160739898115207	0	0	3.70938226421324e-05	0	0.00616993916613226	0.00470679393968909	7.00661094350391e-05	4.94584301894099e-05	0.0126448719851376	4.12153584911583e-06	0
129	0	8.96345761303939e-05	0.0563231082011437	0.000179269152260188	0.312058702499014	0	0	0.000211863543580949	0	0	2.85200924051162e-05	0	0.0142600462025581	8.14859783003035e-06	0.594427988803539	2.03714945750259e-05	0	4.07429891501518e-06	0	3.66686902351066e-05	0	0.000733373804702132	8.14859783003035e-06	0	0.000179269152261188	0	4.07429891501518e-06	1.22228967450355e-05	0	0.00589958482894382	0.00413541339874785	5.70401848102325e-05	0	0.0113224766848587	0	0
134	0	2.41677240045166e-05	0.0142831248866781	0.000350431998067091	0.455694519968375	0	0	0	0	0	0	1.20838620022583e-05	0.00354057156667288	7.25031720138498e-05	0.460286387529625	1.20838620022583e-05	0	0	0	0	0	0.000797534892151448	0	0	0.00959458642982269	0	0	0	0	0.0254848649628384	0.000664612410126207	0.0016796568183215	0	0.0275028699172983	0	0
135	0	9.28661882651382e-05	0.00813845504432499	0.00117349092444212	0.403824398480808	8.44238075137439e-06	0	0	0	0	8.44238075137439e-06	0	0.0125960320810728	7.59814267623495e-05	0.528822287884731	0	0	0	0	0	0	0.00398480371464655	8.44238075137439e-06	0	0.00292106373997866	0	0	1.68847615027888e-05	0	0.0108737864077696	0.00520050654284414	0.000388349514563342	0	0.0218657661460345	0	0
136	0	9.59709644208947e-05	0.04898009038717	0.000523477987750607	0.186707148964533	0	0	0	8.72463312916679e-06	0	1.74492662583536e-05	0	0.00842799560277828	9.59709644208947e-05	0.692151320036961	0	0	0	0	8.72463312916679e-06	0	0.00192814392154532	8.72463312916679e-06	0	8.72463312916679e-05	0	0	8.72463312916679e-06	0	0.0124326022090832	0.00190197002215104	0.000444956289587766	0	0.0461707585195306	0	0
138	0	3.77441100315927e-05	0.0668825629759079	0.000754882200631854	0.359452257475391	0	0	0	0	0	1.50976440126571e-05	2.26464660189356e-05	0.00148711793524287	1.50976440126571e-05	0.54885220161394	0	0	9.8134686082221e-05	7.54882200631854e-06	7.54882200631854e-06	0	0.000113232330095178	0	0	0	0	0	2.26464660189356e-05	0	0.0018645590355668	0.0014418250032072	0.000150976440126571	0	0.0187739203297007	0	0
139	0	0.000258484369298099	0.0741444674209549	0.000638608441796303	0.237562340347909	1.01366419332921e-05	0	0	0	0	0	0.000162186270932474	0.00548899160686862	8.61614564327329e-05	0.636160442768311	0	0	0	0	0	0.000172322912865066	0.00105927908202587	5.06832096663605e-06	6.08198515995526e-05	0.000968049304626546	0	0	2.02732838664842e-05	0	0.000532173701497086	0.00983761099623063	0.000146981308032586	0	0.0326856019138532	0	0
140	0	0.000206884382054419	0.060744905472078	0.00116828827513613	0.170570088169415	6.08483476630527e-06	0	0	0	0	0	0	0.00734439556293438	0.00133257881381949	0.712491557291657	6.08483476630527e-06	0	0	0	0	0	0.000310326573082129	1.82545042988958e-05	0	4.86786781305222e-05	0	0	0	0	0.000377259755510647	0.00148469968297112	4.25938433641569e-05	0	0.0438473193260151	0	0
141	0	0.000117381388901411	0.0601495774270244	0.000681929973617293	0.33758887447999	5.58958994768338e-06	0	0	0	0	1.67687698430302e-05	0	0.00183897509278177	1.67687698430302e-05	0.554856235746702	5.58958994768338e-06	0	0	0	0	0	0.000631623664087402	0	0	0.000558958994768338	0	0	5.58958994768338e-06	0	4.47167195814471e-05	0.000648392433931033	3.91271296338037e-05	0	0.0427939006394522	0	0
142	0	9.38872682156831e-05	0.04107232672773	0.00026824933775938	0.412198638634341	0	0	0	0	0	0	0	0.0051503872849717	8.38279180497064e-05	0.520608255373724	0	0	0	3.35311672199226e-06	0	0	0.00206216678401674	0	0	0.00475136639506073	0.000234718170539458	2.6824933775938e-05	3.35311672199226e-06	0	0.000110652851826044	0.000184421419709074	2.6824933775938e-05	0	0.013120745733061	0	0
143	0	0.000469329995875414	0.0797007665722671	0.00187731998350366	0.169115241847345	0	0	0	0	0	4.2666363261374e-05	2.8444242174316e-05	0.0079928320509636	0.00056888484348532	0.677271628290583	0	0	0	0	0	0	0.000298664542829718	1.4222121087158e-05	0	0.00651373145790557	0	0	0	0	0.000255998179568044	5.6888484348532e-05	7.11106054357901e-05	0	0.0557222704193663	0	0
144	0	0.000170867150791053	0.0461448099102559	0.000523280649295663	0.318902178555812	0	0	0	0	0	1.06791969244033e-05	0	0.003203759077321	0.000181546347714557	0.569980777445917	1.06791969244033e-05	0.000234942332337073	4.27167876976133e-05	0	0	0	0.00166595472020452	0	0	0.00199700982486112	0.000309696710807597	0	4.27167876976133e-05	0	0.00025630072618508	0.00461341307133944	5.33959846220166e-05	0	0.0516552755232916	0	0
146	0	0.000360493779047146	0.0514726658027672	0.000584584506562696	0.2134512894959	0	0	0	0	0	9.74307510936827e-06	0	0.0023091088009248	0.000116916901311939	0.668131375624836	0	0	0	0	0	0	0.000194861502187565	9.74307510936827e-06	0	1.94861502187565e-05	0	0	0	0	0.000662529107437322	0.00095482136071717	6.82015257655979e-05	0	0.0616541792921053	0	0
147	0	0.000207216307922918	0.0577874478721772	0.000388530577356847	0.273732742766892	0	0	0	0	0	2.59020384903898e-05	0	0.00492138731317806	2.59020384903898e-05	0.624472245965754	0	0.000310824461885877	0	0	0	0	0.000699355039240724	0	0	0.000854767270183663	0	2.59020384903898e-05	0	0	0.000543942808298786	0.00212396715620916	0.000155412230942939	0	0.0337244541144867	0	0
148	0	0.0212544761464983	0	0	0.000346540371953973	0	0	0	0	0	0	0.00970313041468924	0.0167494513110987	0	0.000693080743907946	0	0.107312001847992	0.0179045858842986	0	0	0.0115513457317991	0.687305071040947	0	0.000577567286589955	0	0.0761233683723941	0.0197528012012985	0	0	0	0.0106272380731992	0.0198683146586985	0	0.000231026914635982	0	0
149	0	0.000116437591876311	0.0145061833212762	0.000936352301341748	0.396499109737455	4.85156632819294e-06	4.85156632819294e-06	0	0	0	5.82187959383553e-05	0	0.00379392486864762	0.000926649168685222	0.534511617075662	4.85156632819294e-06	0	0	0	0	0	0.00684556008908201	1.94062653127518e-05	0	0.00546286368555207	0	0	3.88125306255035e-05	0	0.00299341642449924	0.00393462029216425	9.70313265638588e-05	0	0.029245241826333	0	0
150	0	0.000689434592558839	0.0190909413981002	0.00089555421301508	0.489633604605548	1.42151462383235e-05	0	0.000497530118340822	0	0	0	0	0.00265112477344168	0.000334055936600252	0.452610256228116	0	0.00116564199153833	0.000398024094673258	0	0	1.42151462383235e-05	0.00716443370411264	0	0	0.00235260670244699	0.000845801201180298	0.000206119620455241	0.000127936316145011	0	0.000710757311916175	0.000383808948434034	9.95060236682644e-05	0.000845801201179298	0.0192686307260529	0	0
151	0	8.07816587167867e-05	0.0470033851361049	0.00120787813509726	0.362932758885572	1.15402369595267e-05	0	0	0	0	7.69349130635445e-06	0	0.00448145868594419	0.00120018464379517	0.553415910140521	0	0.000392368056624307	0	0	0	0	0.00413140483150935	1.15402369595267e-05	0	0.00118479766118101	0.000357747345744927	9.61686413294556e-05	1.92337282659111e-05	0	0.000134636097861478	0.000946299430682387	0.00041544853054256	0	0.0219687644252821	0	0
152	0	0.000117421885091316	0.0976402115159712	0.00186113687868981	0.319107671954826	1.36992199272702e-05	0	0	0	0	9.78515709091302e-06	0	0.00705901232537594	0.000285726587054236	0.54202724970514	1.9570314181786e-06	0	3.91406283635721e-06	0	0	1.9570314181786e-06	0.000745628970327808	7.82812567272442e-06	3.91406283636721e-06	0.000665390682182125	0	0	1.76132827636474e-05	0	0.00166739076828409	0.000315082058327315	0.000117421885091316	0	0.0283299868096744	0	0
153	0	0.000270912880791992	0.0494910025051708	0.000927478215418326	0.195133767218854	9.56163108679913e-06	0	0.000210355883908641	0	0	3.18721036226638e-06	3.18721036226638e-06	0.0106516570306374	0.000191232621735583	0.689094003582498	3.18721036226638e-06	0.000777679328392036	0.000178483780286877	0	0	6.37442072452275e-06	0.00255295550016528	2.23104725358346e-05	0	0.000178483780286877	0	0	3.50593139848401e-05	0	0.0164109461552142	0.00180077385466965	0.000790428169841742	0.000347405929487225	0.0309095660932225	0	0
154	0	0.000205544629830004	0.0585345429169379	0.00195140518937131	0.195351138742569	2.03007041806547e-05	0	0	2.53758802258684e-06	0	2.28382922033115e-05	0	0.0055674681215523	0	0.63173507581053	0	2.53758802258684e-06	1.01503520903274e-05	0	0	2.53758802258684e-06	8.62779927679325e-05	7.61276406776051e-06	0	6.59772885871778e-05	0	0	2.03007041807547e-05	0	0.0134517541077217	0.000789189875023076	0.000213157393897374	0	0.091952039586354	7.61276406775051e-06	0
155	0	0.000165431337884959	0.0122613815138157	0.000304912661985492	0.382782165852678	0.000347081434386933	0	0	0	0	0	3.24375172324311e-06	0.00224467619248775	1.29750068930124e-05	0.547431759573552	3.24375172324311e-06	0.000113531310313109	0.000797962923917565	3.24375172324311e-06	0	0	0.0141654637753242	1.29750068930124e-05	3.24375172324311e-06	0.00297776408193525	2.59500137859249e-05	1.29750068930124e-05	1.62187586162155e-05	0	0.000632531586031606	0.00697082245324488	0.000100556303420896	0.00057414405501415	0.0280357461440343	0	0
156	0	0.000138137861586018	0.00982380415655467	0.000422421576733764	0.407588773596016	4.00399598799558e-06	0	0.000244243755268191	0	0	0	0	0.00378778020464738	2.00199799399779e-06	0.537426351498831	2.40239759280335e-05	0	2.00199799399779e-06	0	0	2.00199799399779e-06	0.00877275520970758	8.00799197599116e-06	0	0.00258257741226685	0	5.20519478439226e-05	3.00299699099169e-05	0	0.000302301697094097	0.00549748649152372	6.00599398199337e-05	0	0.0232291827243232	0	0
157	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	0	0.00032344679078703	0.0223665671218738	0.000516185631872521	0.413263090732953	8.86155591198014e-06	0	0	0	2.21538897799254e-06	8.86155591198014e-06	2.21538897799254e-06	0.00600148874139276	0.0007953246431013	0.522548229018627	4.43077795599507e-06	7.08924472959011e-05	2.21538897800254e-05	0	0	0	0.00216886580945507	1.55077228459878e-05	3.98770016039256e-05	0.000522831798807158	0	0	1.77231118240003e-05	0	0.00046301629640042	0.00686105966485922	9.30463370758265e-05	2.21538897799254e-06	0.0238818931827311	0	0
159	0	0.000240260130292302	0.0218068535825627	0.00106493679373063	0.378511978103795	6.49351703492924e-06	0	0.000172078201425365	0	0	6.49351703492924e-06	7.46754459017262e-05	0.00227435434148225	0.00014772751254503	0.556190837972186	0	0	0	0	0	1.62337925873231e-06	0.00220779579188034	3.24675851746462e-06	1.62337925873231e-06	0.00050649432872496	0.000142857374767963	3.40909644333685e-05	8.11689629366154e-06	1.62337925873231e-06	0.000780845423450731	0.000110389789593517	9.74027555239386e-05	4.7077998503247e-05	0.0355601226625437	0	0
160	0	0.000249667894593029	0.0399562845648526	0.000310907189493036	0.300760309400079	1.41321449770016e-05	0	0	0	0	0	0	0.00544558653111463	0.000447517924271052	0.602330861777965	0	0	0	0	0	0	0.00367906840900442	1.41321449770016e-05	0	0.00127660376291415	0	5.1817864915506e-05	2.82642899539033e-05	0	0.000179007169709021	0.0146173486211437	8.00821548695092e-05	0.000207271459662024	0.0303511366955055	0	0
161	0	0.000402853381021643	0.0179269754554171	0.000461807534341078	0.508396054002028	4.91284611001296e-06	0	0	0	0	4.91284611001296e-06	4.91284611001296e-06	0.00170475760016993	4.42156149901266e-05	0.43850590524098	0	0	0	0	0	0	0.00973234814393056	9.82569222001592e-06	0	0.00212726236563838	0	4.91284611001296e-05	1.47385383300089e-05	0	0.000594454379311058	0.000953092145342374	0.000353724919920613	2.94770766600177e-05	0.0186786409102686	0	0
162	0	0.000232044171587221	0.0599814953621535	0.000184382150615081	0.30349146205644	6.42039798159156e-06	3.67026993908595e-06	0	0	0	1.37557890361558e-05	0	0.00382673740585766	5.50540490862893e-06	0.603879262864222	0	0.000976661021563558	0.000197166309518399	3.67026993908595e-06	0	1.10056609936301e-05	0.00606246943017302	0	1.83513496954298e-06	0.000219249715035847	0	5.5023156144623e-05	2.93621595126876e-05	0	0.000372444868815403	0.0012972859587539	0.000377836999604072	0.000142143153373776	0.018629110288862	0	0
163	0	0.000138465798947923	0.0896862760612131	0.000217589112632165	0.194925228468907	9.89041421054023e-06	0	0	0	0	4.94520710527011e-06	0	0.00504905645448506	1.48356213158203e-05	0.668102425129281	1.48356213158203e-05	0.000133520591842783	9.89041421055023e-05	0	0	0	0.00179511017921686	1.48356213158203e-05	0	1.97808284210605e-05	0	1.97808284210605e-05	5.43972781579412e-05	4.94520710527011e-06	0.000173082248684904	0.0125064287692623	0.000192863077106465	0.000217589112632165	0.0266052142263138	0	0
164	0	0.000136711473851775	0.0531944344757817	0.000618619419181509	0.403155300816497	3.41778684629938e-06	0	0	0	0	0	0	0.00886573907931029	3.41778684629938e-06	0.485390670125658	3.41778684629938e-06	0	3.41778684629938e-06	0	0	0	0.00350664930430989	0.000283676308242609	0	0.000317854176706803	0.000228991718702299	0	2.39245079240357e-05	0	0.00126116334628215	0.00131584793583246	0.000352032045169997	0	0.0413347141191644	0	0
165	0	9.29524606258953e-05	0.0169231573626727	0.000435714659184759	0.405824633563779	0	0	0	0	0	0	0	0.00246904973538097	0.000185904921251791	0.512847772917333	0	0.000395047957660555	0	0	0	0	0.00547257611935833	0	0	0.00467086114646374	0.00155695371548125	0	1.16190575782869e-05	0	0.0210943990333085	1.16190575782869e-05	0.00189971591403611	0	0.0261080223783071	0	0
166	0	6.8176395059437e-05	0.0270006931266134	0.000417580419738614	0.409913415978576	1.13627325099228e-05	0.000105105275716236	0	0	0	5.68136625496142e-06	2.84068312748071e-06	0.00307930051018449	2.84068312748071e-06	0.525537741315798	0.000113627325099228	0	2.84068312748071e-06	0	0	0.000153396888883858	0.00275546263365079	5.68136625495142e-06	0	0.00410478711920787	0	0	1.42034156373535e-05	2.84068312748071e-06	0.00287477132500268	0.000227254650197457	0.000224413967071126	5.68136625495142e-06	0.0233703000897787	0	0
167	0	5.83973083333753e-05	0.0233993522390436	0.000413273258974872	0.38215198573293	4.49210064102426e-06	0	0	0	0	4.49210064102426e-06	4.49210064102426e-06	0.00542645757436066	0.000188668226922659	0.546100182828617	0	0	8.98420128204851e-06	0	0	0	0.0151159186571024	4.49210064102426e-06	0	0.00267729198205278	0	0	4.49210064101426e-05	0	0.000673815096153638	0.00114997776410173	5.39052076923311e-05	0	0.0225189005134586	0	0
168	0	0.000148202659471331	0.0152597634890249	0.000245300953606824	0.41761465264371	0	0	0.000189086151739802	0	0	0	0	0.00493668169134358	0.000332178374676949	0.519475873629086	0	0	0	0	0	0	0.00708817547193697	2.04417461339353e-05	0	0.00453295720520506	0.000245300953606824	2.04417461339353e-05	2.04417461339353e-05	0	0.000868774210692251	0.00654646919939148	0.000214638334406721	0.000137981786403963	0.0221026380072951	0	0
169	0	0.000186691005642407	0.0256122279645359	0.00062526670143595	0.353998743539815	1.18533971836417e-05	0	0	5.92669859181086e-06	0	8.89004788772128e-06	2.96334929591043e-06	0.0115244654117678	9.77905267648941e-05	0.527028708928072	5.92669859181086e-06	2.96334929591043e-06	0	2.96334929591043e-06	0	0	0.00119422976624995	5.92669859182086e-06	0	0.005541463183337	0	0	2.96334929591043e-06	2.96334929591043e-06	0.0189506187473904	0.00090085818595617	0.00013631406761198	0	0.0541492816840938	0	0
170	0	0.000283293584389083	0.0397072193747436	0.000375528704887878	0.232682856126227	2.63528915709984e-05	0	0	0	0	1.31764457854992e-05	0	0.00478304982014392	0.000270117138602684	0.614457196315916	6.58822289275961e-06	6.58822289275961e-06	0	0	0	6.58822289275961e-06	0.000408469819351376	6.58822289275961e-06	6.58822289275961e-06	0.00117929189780423	0	0	7.24704518202957e-05	6.58822289275961e-06	0.0227820747631772	0.011931271658778	0.000270117138602684	0	0.0707179845308436	0	0
171	0	0.000218462895070378	0.0889819231884897	0.00064347252729753	0.289574553441876	1.19161579129024e-05	0	0	0	0	3.97205263764414e-06	0	0.0026294988461176	0.000409121421677016	0.572114601662854	3.17764211011731e-05	0	3.97205263764414e-06	0	3.97205263764414e-06	3.57484737388072e-05	0.000905628001381783	1.19161579129024e-05	0	0.00123133631766558	1.98602631881707e-05	0	3.97205263763414e-05	0	0.00467113390186014	0.00409518626940269	0.000210518789795309	0	0.0341517085783685	0	0
172	0	0.000298220899320319	0.0875548158414176	0.00104235304809775	0.326764899684274	2.84019904114685e-06	0	0	0	0	0	2.84019904114685e-06	0.00304469337210518	0.000215855127127241	0.542432573674729	0	0.000232896321374602	0	0	0	0	0.0016075526572894	5.6803980822937e-06	0	0.00197109813455643	0	7.38451750697981e-05	1.9881393287988e-05	0	0.000403308263843213	0.00247665356387981	0.000264138510826597	0	0.0315858535366363	0	0
173	0	0.000185652473724185	0.0619776156160152	0.00278099827987195	0.253362583069891	3.7888259943801e-06	0	0	0	0	3.7888259943801e-06	3.7888259943801e-05	0.00327733448513939	0.000412982033387391	0.630195427644907	0	0.000143975387786164	3.7888259943801e-06	0	0	0.000409193207393571	0.00179969234732955	7.5776519887602e-06	3.7888259943801e-06	0.00185652473724185	0	4.16770859381211e-05	2.65217819606407e-05	0	0.000322050209522708	0.00222782968469222	0.000481180901286153	0	0.0404381398380029	0	0
174	0	3.2085218339981e-05	0.0034302015243472	0.000280016450967343	0.712767291744642	5.83367606180381e-06	0	0	0	0	8.75051409270572e-06	6.1253598649e-05	0.00050461297934541	0.000134174549421248	0.237681463786318	1.16673521236476e-05	0	0	0	0	0	0.0337448991795723	8.75051409270572e-06	0	0.00368396643303289	5.25030845562143e-05	0	1.16673521236476e-05	0	0.000297517479152114	0.00114340050810907	2.04178662163333e-05	0	0.00611952618883608	0	0
175	0	0.000143904929904696	0.0109971219014006	0.000900566335530616	0.445636431157494	0	0	0	0	0	0	0	0.00215393185405139	8.3557701234785e-05	0.486593631046634	0	0	0	0	2.32104725651736e-05	0	0.00793798161730358	0	0	0.00213536347600517	0	0	2.32104725651736e-05	0	0.000181041686009134	0.00520378794912034	0.000682387893417044	0	0.0373038715067638	0	0
